,Title,DOI
2431,"Early amniotomy and early oxytocin for prevention of, or therapy for, delay in first stage spontaneous labour compared with routine care",10.1002/14651858.CD006794.pub4
2432,Compliance therapy for schizophrenia,10.1002/14651858.CD003442.pub2
2433,Integrated disease management interventions for patients with chronic obstructive pulmonary disease,10.1002/14651858.CD009437.pub2
2434,Foam dressings for venous leg ulcers,10.1002/14651858.CD009907.pub2
2435,Urinary alkalisation for symptomatic uncomplicated urinary tract infection in women,10.1002/14651858.CD010745.pub2
2436,Shortened treatment regimens versus the standard regimen for drug‐sensitive pulmonary tuberculosis,10.1002/14651858.CD012918.pub2
2437,Antibiotic strategies for eradicating Pseudomonas aeruginosa in people with cystic fibrosis,10.1002/14651858.CD004197.pub5
2438,Natural cycle in vitro fertilisation (IVF) for subfertile couples,10.1002/14651858.CD010550.pub2
2439,Gabapentin or pregabalin for the prophylaxis of episodic migraine in adults,10.1002/14651858.CD010609
2440,Target of rapamycin inhibitors (TOR‐I; sirolimus and everolimus) for primary immunosuppression in kidney transplant recipients,10.1002/14651858.CD004290.pub3
2441,Medical interventions for the prevention of platinum‐induced hearing loss in children with cancer,10.1002/14651858.CD009219.pub5
2442,Biomarkers as point‐of‐care tests to guide prescription of antibiotics in patients with acute respiratory infections in primary care,10.1002/14651858.CD010130.pub2
2443,Interventions for preventing voice disorders in adults,10.1002/14651858.CD006372.pub2
2444,Psychological therapies (remotely delivered) for the management of chronic and recurrent pain in children and adolescents,10.1002/14651858.CD011118.pub3
2445,Early discharge with home support of gavage feeding for stable preterm infants who have not established full oral feeds,10.1002/14651858.CD003743.pub2
2446,Body positioning for spontaneously breathing preterm infants with apnoea,10.1002/14651858.CD004951.pub3
2447,Interventions to modify sexual risk behaviours for preventing HIV in homeless youth,10.1002/14651858.CD007501.pub2
2448,Blood pressure lowering efficacy of coenzyme Q10 for primary hypertension,10.1002/14651858.CD007435.pub3
2449,Memantine for dementia,10.1002/14651858.CD003154.pub6
2450,Community mental health teams (CMHTs) for people with severe mental illnesses and disordered personality,10.1002/14651858.CD000270.pub2
2451,On‐site mental health workers delivering psychological therapy and psychosocial interventions to patients in primary care: effects on the professional practice of primary care providers,10.1002/14651858.CD000532.pub2
2452,Larviciding to prevent malaria transmission,10.1002/14651858.CD012736.pub2
2453,Blood pressure lowering efficacy of nonselective beta‐blockers for primary hypertension,10.1002/14651858.CD007452.pub2
2454,Amfetamine for attention deficit hyperactivity disorder in people with intellectual disabilities,10.1002/14651858.CD007009.pub2
2455,Corticosteroids for septic arthritis in children,10.1002/14651858.CD012125.pub2
2456,Immunotherapy (excluding checkpoint inhibitors) for stage I to III non‐small cell lung cancer treated with surgery or radiotherapy with curative intent,10.1002/14651858.CD011300.pub2
2457,Systemic corticosteroids for acute sinusitis,10.1002/14651858.CD008115.pub3
2458,Percutaneous vascular interventions versus intravenous thrombolytic treatment for acute ischaemic stroke,10.1002/14651858.CD009292.pub2
2459,Mifepristone for induction of labour,10.1002/14651858.CD002865.pub2
2460,Oral immunoglobulin for preventing necrotizing enterocolitis in preterm and low birth weight neonates,10.1002/14651858.CD001816.pub3
2461,Terbutaline pump maintenance therapy after threatened preterm labor for preventing preterm birth,10.1002/14651858.CD003933
2462,Payment methods for outpatient care facilities,10.1002/14651858.CD011153.pub2
2463,Gonadotrophin‐releasing hormone analogues for endometriosis: bone mineral density,10.1002/14651858.CD001297
2464,Whole grain cereals for the primary or secondary prevention of cardiovascular disease,10.1002/14651858.CD005051.pub3
2465,Hydralazine in infants with persistent hypoxemic respiratory failure,10.1002/14651858.CD009449.pub2
2466,"Death audits and reviews for reducing maternal, perinatal and child mortality",10.1002/14651858.CD012982.pub2
2467,Needle aspiration versus intercostal tube drainage for pneumothorax in the newborn,10.1002/14651858.CD011724.pub3
2468,Antibiotics for treating gonorrhoea in pregnancy,10.1002/14651858.CD011167.pub2
2469,Continuous subcutaneous insulin infusion versus multiple daily injections of insulin for pregnant women with diabetes,10.1002/14651858.CD005542.pub3
2470,Progestagens and anti‐progestagens for pain associated with endometriosis,10.1002/14651858.CD002122.pub2
2471,Prostaglandin E1 for preventing the progression of diabetic kidney disease,10.1002/14651858.CD006872.pub2
2472,Botulinum toxin for shoulder pain,10.1002/14651858.CD008271.pub2
2473,Mini‐Cog for the diagnosis of Alzheimer’s disease dementia and other dementias within a secondary care setting,10.1002/14651858.CD011414.pub2
2474,Antibiotic prophylaxis for preventing post solid organ transplant tuberculosis,10.1002/14651858.CD008597.pub2
2475,Psychosocial interventions for people with both severe mental illness and substance misuse,10.1002/14651858.CD001088.pub4
2476,Cognitive behavioural therapy plus standard care versus standard care for people with schizophrenia,10.1002/14651858.CD007964.pub2
2477,Pharmacological interventions for alcoholic liver disease (alcohol‐related liver disease),10.1002/14651858.CD011646.pub2
2478,Pygeum africanum for benign prostatic hyperplasia,10.1002/14651858.CD001044
2479,Non‐invasive positive pressure ventilation for treatment of respiratory failure due to severe acute exacerbations of asthma,10.1002/14651858.CD004360.pub4
2480,Interferon Beta for Primary Progressive Multiple Sclerosis,10.1002/14651858.CD006643.pub3
2481,First‐line beta‐blockers versus other antihypertensive medications for chronic type B aortic dissection,10.1002/14651858.CD010426.pub2
2482,Calcium channel blockers for antipsychotic‐induced tardive dyskinesia,10.1002/14651858.CD000206.pub4
2483,Nutritional support in children and young people with cancer undergoing chemotherapy,10.1002/14651858.CD003298.pub3
2484,Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones,10.1002/14651858.CD011549
2485,Interposition vein cuff for infragenicular prosthetic bypass graft,10.1002/14651858.CD007921.pub2
2486,The role of alpha blockers prior to removal of urethral catheter for acute urinary retention in men,10.1002/14651858.CD006744.pub3
2487,Fundoplication versus postoperative medication for gastro‐oesophageal reflux in children with neurological impairment undergoing gastrostomy,10.1002/14651858.CD006151.pub3
2488,Gastrostomy feeding versus oral feeding alone for children with cerebral palsy,10.1002/14651858.CD003943.pub3
2489,Eliciting adverse effects data from participants in clinical trials,10.1002/14651858.MR000039.pub2
2490,Joint lavage for osteoarthritis of the knee,10.1002/14651858.CD007320.pub2
2491,Antifibrinolytic therapy to reduce haemoptysis from any cause,10.1002/14651858.CD008711.pub3
2492,Phosphodiesterase inhibitors for erectile dysfunction in patients with diabetes mellitus,10.1002/14651858.CD002187.pub3
2493,Prophylactic phototherapy for preventing jaundice in preterm or low birth weight infants,10.1002/14651858.CD007966.pub2
2494,Safety of regular formoterol or salmeterol in adults with asthma: an overview of Cochrane reviews,10.1002/14651858.CD010314.pub2
2495,Severe fatigue after treatment for childhood cancer,10.1002/14651858.CD012681.pub2
2496,Ciclesonide versus placebo for chronic asthma in adults and children,10.1002/14651858.CD006217.pub2
2497,Primary antifungal prophylaxis for cryptococcal disease in HIV‐positive people,10.1002/14651858.CD004773.pub3
2498,Decompressive surgery of lower limbs for symmetrical diabetic peripheral neuropathy,10.1002/14651858.CD006152.pub2
2499,Interventions for morphea,10.1002/14651858.CD005027.pub5
2500,Interventions for supporting informal caregivers of patients in the terminal phase of a disease,10.1002/14651858.CD007617.pub2
2501,Antenatal interventions for reducing weight in obese women for improving pregnancy outcome,10.1002/14651858.CD009334.pub2
2502,Fibrin sealant use for minimising peri‐operative allogeneic blood transfusion,10.1002/14651858.CD004171
2503,Interleukin‐2 as an adjunct to antiretroviral therapy for HIV‐positive adults,10.1002/14651858.CD009818.pub2
2504,Non‐steroidal anti‐inflammatory drugs for heavy bleeding or pain associated with intrauterine‐device use,10.1002/14651858.CD006034.pub2
2505,Intravenous immunoglobulin for suspected or proven infection in neonates,10.1002/14651858.CD001239.pub6
2506,Tong‐xin‐luo capsule for patients with coronary heart disease after percutaneous coronary intervention,10.1002/14651858.CD010237.pub2
2507,Carbamazepine for chronic neuropathic pain and fibromyalgia in adults,10.1002/14651858.CD005451.pub3
2508,Transarterial (chemo)embolisation versus no intervention or placebo for liver metastases,10.1002/14651858.CD009498.pub4
2509,Manipulative therapies for infantile colic,10.1002/14651858.CD004796.pub2
2510,Nonsteroidal anti‐inflammatory drugs for assisted reproductive technology,10.1002/14651858.CD007618.pub2
2511,Folate for depressive disorders,10.1002/14651858.CD003390
2512,Unfractionated heparin versus low molecular weight heparins for avoiding heparin‐induced thrombocytopenia in postoperative patients,10.1002/14651858.CD007557.pub3
2513,Constraint‐induced movement therapy for upper extremities in people with stroke,10.1002/14651858.CD004433.pub3
2514,Mucolytic agents versus placebo for chronic bronchitis or chronic obstructive pulmonary disease,10.1002/14651858.CD001287.pub6
2515,Endovascular revascularisation versus conservative management for intermittent claudication,10.1002/14651858.CD010512.pub2
2516,Non‐antistreptococcal interventions for acute guttate psoriasis or an acute guttate flare of chronic psoriasis,10.1002/14651858.CD011541.pub2
2517,Multinutrient fortification of human breast milk for preterm infants following hospital discharge,10.1002/14651858.CD004866.pub4
2518,Methods to increase response to postal and electronic questionnaires,10.1002/14651858.MR000008.pub4
2519,Diagnostic tests for autism spectrum disorder (ASD) in preschool children,10.1002/14651858.CD009044.pub2
2520,HMG CoA reductase inhibitors (statins) for kidney transplant recipients,10.1002/14651858.CD005019.pub4
2521,Wound drainage after axillary dissection for carcinoma of the breast,10.1002/14651858.CD006823.pub2
2522,Empiric antibiotic coverage of atypical pathogens for community‐acquired pneumonia in hospitalized adults,10.1002/14651858.CD004418.pub4
2523,Somatostatin analogues for pancreatic surgery,10.1002/14651858.CD008370.pub3
2524,Antiplatelet and anticoagulant drugs for prevention of restenosis/reocclusion following peripheral endovascular treatment,10.1002/14651858.CD002071.pub3
2525,Surgery for primary supratentorial intracerebral haemorrhage,10.1002/14651858.CD000200.pub2
2526,Shared decision‐making for people with asthma,10.1002/14651858.CD012330.pub2
2527,Surgical interventions for lumbar disc prolapse,10.1002/14651858.CD001350.pub4
2528,The Neonatal Behavioral Assessment Scale (NBAS) and Newborn Behavioral Observations (NBO) system for supporting caregivers and improving outcomes in caregivers and their infants,10.1002/14651858.CD011754.pub2
2529,Street lighting for preventing road traffic injuries,10.1002/14651858.CD004728.pub2
2530,Interventions to improve disposal of human excreta for preventing diarrhoea,10.1002/14651858.CD007180.pub2
2531,Chinese herbal medicine for atopic eczema,10.1002/14651858.CD008642.pub2
2532,External inspection of compliance with standards for improved healthcare outcomes,10.1002/14651858.CD008992.pub3
2533,Kangaroo mother care to reduce morbidity and mortality in low birthweight infants,10.1002/14651858.CD002771.pub4
2534,Consultation liaison in primary care for people with mental disorders,10.1002/14651858.CD007193.pub2
2535,Physical activity for lower urinary tract symptoms secondary to benign prostatic obstruction,10.1002/14651858.CD012044.pub2
2536,Intraoperative interventions for preventing surgical site infection: an overview of Cochrane Reviews,10.1002/14651858.CD012653.pub2
2537,Full‐mouth treatment modalities (within 24 hours) for chronic periodontitis in adults,10.1002/14651858.CD004622.pub3
2538,Treatment for mitochondrial disorders,10.1002/14651858.CD004426.pub3
2539,Imaging modalities for the non‐invasive diagnosis of endometriosis,10.1002/14651858.CD009591.pub2
2540,Ribavirin for treating Crimean Congo haemorrhagic fever,10.1002/14651858.CD012713.pub2
2541,Intravenous immunoglobulin for myasthenia gravis,10.1002/14651858.CD002277.pub4
2542,Amniotomy alone for induction of labour,10.1002/14651858.CD002862
2543,Felbamate add‐on therapy for drug‐resistant focal epilepsy,10.1002/14651858.CD008295.pub5
2544,Day‐surgery versus overnight stay surgery for laparoscopic cholecystectomy,10.1002/14651858.CD006798.pub4
2545,Vestibular rehabilitation for unilateral peripheral vestibular dysfunction,10.1002/14651858.CD005397.pub4
2546,Stem cell therapy for chronic ischaemic heart disease and congestive heart failure,10.1002/14651858.CD007888.pub3
2547,Glutamine for induction of remission in Crohn's disease,10.1002/14651858.CD007348.pub2
2548,Intravesical Bacillus Calmette‐Guérin versus epirubicin for Ta and T1 bladder cancer,10.1002/14651858.CD006885.pub2
2549,Psychological therapies for the management of chronic neuropathic pain in adults,10.1002/14651858.CD011259.pub2
2550,Xpert MTB/RIF and Xpert MTB/RIF Ultra for pulmonary tuberculosis and rifampicin resistance in adults,10.1002/14651858.CD009593.pub4
2551,Early supported discharge services for people with acute stroke,10.1002/14651858.CD000443.pub4
2552,Uricosuric medications for chronic gout,10.1002/14651858.CD010457.pub2
2553,Leukotriene inhibitors for bronchiolitis in infants and young children,10.1002/14651858.CD010636.pub2
2554,Red blood cell transfusion for people undergoing hip fracture surgery,10.1002/14651858.CD009699.pub2
2555,Interventions for ulceration and other skin changes caused by nerve damage in leprosy,10.1002/14651858.CD012235.pub2
2556,Computer and mobile technology interventions to promote medication adherence and disease management in people with thalassemia,10.1002/14651858.CD012900.pub2
2557,Immediate postabortal insertion of intrauterine devices,10.1002/14651858.CD001777.pub4
2558,Anti‐inflammatory treatment for carditis in acute rheumatic fever,10.1002/14651858.CD003176.pub3
2559,Optical coherence tomography (OCT) for detection of macular oedema in patients with diabetic retinopathy,10.1002/14651858.CD008081.pub3
2560,Budesonide for induction of remission in Crohn's disease,10.1002/14651858.CD000296.pub4
2561,Interventions for trachoma trichiasis,10.1002/14651858.CD004008.pub3
2562,Antifibrinolytic therapy for preventing oral bleeding in people on anticoagulants undergoing minor oral surgery or dental extractions,10.1002/14651858.CD012293.pub2
2563,Interventions for preventing and treating incontinence‐associated dermatitis in adults,10.1002/14651858.CD011627.pub2
2564,Vasodilators for women undergoing fertility treatment,10.1002/14651858.CD010001.pub3
2565,High‐dose chemotherapy for children and young adults with stage IV rhabdomyosarcoma,10.1002/14651858.CD006669.pub2
2566,Steroids for traumatic optic neuropathy,10.1002/14651858.CD006032.pub4
2567,N‐acetylcarnosine (NAC) drops for age‐related cataract,10.1002/14651858.CD009493.pub2
2568,Treatment for Lambert‐Eaton myasthenic syndrome,10.1002/14651858.CD003279.pub3
2569,Pharmacological interventions for the treatment of depression in chronic obstructive pulmonary disease,10.1002/14651858.CD012346.pub2
2570,Psychosocial interventions for erectile dysfunction,10.1002/14651858.CD004825.pub2
2571,Glucose targets for preventing diabetic kidney disease and its progression,10.1002/14651858.CD010137.pub2
2572,Nutritional interventions for preventing stunting in children (birth to 59 months) living in urban slums in low‐ and middle‐income countries (LMIC),10.1002/14651858.CD011695.pub2
2573,Music education for improving reading skills in children and adolescents with dyslexia,10.1002/14651858.CD009133.pub2
2574,Manipulative interventions for reducing pulled elbow in young children,10.1002/14651858.CD007759.pub4
2575,Interventions for minimal change disease in adults with nephrotic syndrome,10.1002/14651858.CD001537.pub4
2576,Antiepileptic drugs for the primary and secondary prevention of seizures after intracranial venous thrombosis,10.1002/14651858.CD005501.pub4
2577,Hypothalamic‐pituitary‐adrenal (HPA) axis suppression after treatment with glucocorticoid therapy for childhood acute lymphoblastic leukaemia,10.1002/14651858.CD008727.pub4
2578,Planned home versus hospital care for preterm prelabour rupture of the membranes (PPROM) prior to 37 weeks' gestation,10.1002/14651858.CD008053.pub3
2579,Oxatomide for stable asthma in adults and children,10.1002/14651858.CD002179
2580,Transtheoretical model stages of change for dietary and physical exercise modification in weight loss management for overweight and obese adults,10.1002/14651858.CD008066.pub3
2581,Venom immunotherapy for preventing allergic reactions to insect stings,10.1002/14651858.CD008838.pub2
2582,Ciclesonide versus other inhaled corticosteroids for chronic asthma in children,10.1002/14651858.CD010352
2583,Inhaled corticosteroids for subacute and chronic cough in adults,10.1002/14651858.CD009305.pub2
2584,Training interventions for improving telephone consultation skills in clinicians,10.1002/14651858.CD010034.pub2
2585,Sub‐Tenon's anaesthesia versus topical anaesthesia for cataract surgery,10.1002/14651858.CD006291.pub3
2586,"Conservative interventions for treating exercise‐related musculotendinous, ligamentous and osseous groin pain",10.1002/14651858.CD009565.pub2
2587,Non‐contraceptive oestrogen‐containing preparations for controlling symptoms of premenstrual syndrome,10.1002/14651858.CD010503.pub2
2588,Tonsillectomy or adenotonsillectomy versus non‐surgical treatment for chronic/recurrent acute tonsillitis,10.1002/14651858.CD001802.pub3
2589,Rapid COJEC versus standard induction therapies for high‐risk neuroblastoma,10.1002/14651858.CD010774.pub2
2590,Interferon alpha for the adjuvant treatment of cutaneous melanoma,10.1002/14651858.CD008955.pub2
2591,Pharmacological interventions for apathy in Alzheimer's disease,10.1002/14651858.CD012197.pub2
2592,Antibiotic prophylaxis during the second and third trimester to reduce adverse pregnancy outcomes and morbidity,10.1002/14651858.CD002250.pub3
2593,Atypical antipsychotics for aggression and psychosis in Alzheimer's disease,10.1002/14651858.CD003476.pub2
2594,Vector and reservoir control for preventing leishmaniasis,10.1002/14651858.CD008736.pub2
2595,Single dose oral ibuprofen plus caffeine for acute postoperative pain in adults,10.1002/14651858.CD011509.pub2
2596,Massage for promoting mental and physical health in typically developing infants under the age of six months,10.1002/14651858.CD005038.pub3
2597,Home care by outreach nursing for chronic obstructive pulmonary disease,10.1002/14651858.CD000994.pub3
2598,Immunosuppressive treatment for non‐systemic vasculitic neuropathy,10.1002/14651858.CD006050.pub2
2599,Topical analgesics for acute and chronic pain in adults ‐ an overview of Cochrane Reviews,10.1002/14651858.CD008609.pub2
2600,Antimicrobials for treating symptomatic non‐typhoidal   Salmonella infection,10.1002/14651858.CD001167.pub2
2601,Topiramate for the prophylaxis of episodic migraine in adults,10.1002/14651858.CD010610
2602,Mechanical bowel preparation for elective colorectal surgery,10.1002/14651858.CD001544.pub4
2603,Clinical assessment to screen for the detection of oral cavity cancer and potentially malignant disorders in apparently healthy adults,10.1002/14651858.CD010173.pub2
2604,Febuxostat for treating chronic gout,10.1002/14651858.CD008653.pub2
2605,Ketamine and other glutamate receptor modulators for depression in bipolar disorder in adults,10.1002/14651858.CD011611.pub2
2606,Interventions for treating oral lichen planus: corticosteroid therapies,10.1002/14651858.CD001168.pub3
2607,Antibiotics for community‐acquired pneumonia in children,10.1002/14651858.CD004874.pub4
2608,Videolaryngoscopy versus direct laryngoscopy for tracheal intubation in neonates,10.1002/14651858.CD009975.pub3
2609,Mass media interventions for promoting HIV testing,10.1002/14651858.CD004775.pub2
2610,Iron for the treatment of restless legs syndrome,10.1002/14651858.CD007834.pub3
2611,Route of antibiotic prophylaxis for prevention of cerebrospinal fluid‐shunt infection,10.1002/14651858.CD012902.pub2
2612,Aspiration of the elbow joint for treating radial head fractures,10.1002/14651858.CD009949.pub2
2613,External cephalic version for breech presentation before term,10.1002/14651858.CD000084.pub3
2614,Intravesical treatments for painful bladder syndrome/ interstitial cystitis,10.1002/14651858.CD006113.pub2
2615,Vitamin D supplementation for prevention of mortality in adults,10.1002/14651858.CD007470.pub3
2616,Chelation therapy for atherosclerotic cardiovascular disease,10.1002/14651858.CD002785
2617,Face‐to‐face interventions for promoting physical activity,10.1002/14651858.CD010392.pub2
2618,Tegaserod for the treatment of irritable bowel syndrome and chronic constipation,10.1002/14651858.CD003960.pub3
2619,Maintenance therapy with oxytocin antagonists for inhibiting preterm birth after threatened preterm labour,10.1002/14651858.CD005938.pub3
2620,Continuous heparin infusion to prevent thrombosis and catheter occlusion in neonates with peripherally placed percutaneous central venous catheters,10.1002/14651858.CD002772.pub3
2621,Single dose oral fenoprofen for acute postoperative pain in adults,10.1002/14651858.CD007556.pub2
2622,Checking reference lists to find additional studies for systematic reviews,10.1002/14651858.MR000026.pub2
2623,Enamel etching for bonding fixed orthodontic braces,10.1002/14651858.CD005516.pub2
2624,Protocolized versus non‐protocolized weaning for reducing the duration of mechanical ventilation in critically ill adult patients,10.1002/14651858.CD006904.pub3
2625,Laser photocoagulation for choroidal neovascularisation in pathologic myopia,10.1002/14651858.CD004765.pub2
2626,Organising healthcare services for persons with an intellectual disability,10.1002/14651858.CD007492.pub2
2627,Interventions for improving employment outcomes for workers with HIV,10.1002/14651858.CD010090.pub2
2628,Interventions to facilitate return to work in adults with adjustment disorders,10.1002/14651858.CD006389.pub2
2629,Inspiratory muscle training for asthma,10.1002/14651858.CD003792.pub2
2630,Protocolized versus non‐protocolized weaning for reducing the duration of invasive mechanical ventilation in newborn infants,10.1002/14651858.CD011106.pub2
2631,Pharmacological treatment for memory disorder in multiple sclerosis,10.1002/14651858.CD008876.pub3
2632,Physical therapies for reducing and controlling lymphoedema of the limbs,10.1002/14651858.CD003141.pub2
2633,Fluvastatin for lowering lipids,10.1002/14651858.CD012282.pub2
2634,Hyperbaric oxygen therapy for Bell's palsy,10.1002/14651858.CD007288.pub2
2635,High‐frequency oscillatory ventilation versus conventional ventilation for acute respiratory distress syndrome,10.1002/14651858.CD004085.pub4
2636,Total disc replacement for chronic back pain in the presence of disc degeneration,10.1002/14651858.CD008326.pub2
2637,Antioxidant vitamin supplementation for preventing and slowing the progression of age‐related cataract,10.1002/14651858.CD004567.pub2
2638,Low glycaemic index or low glycaemic load diets for overweight and obesity,10.1002/14651858.CD005105.pub2
2639,Laparoscopic versus open distal pancreatectomy for pancreatic cancer,10.1002/14651858.CD011391.pub2
2640,Dietary interventions for rheumatoid arthritis,10.1002/14651858.CD006400.pub2
2641,Interventions for preventing high altitude illness: Part 1. Commonly‐used classes of drugs,10.1002/14651858.CD009761.pub2
2642,Intermittent pneumatic compression for treating venous leg ulcers,10.1002/14651858.CD001899.pub4
2643,Chlorhexidine bathing of the critically ill for the prevention of hospital‐acquired infection,10.1002/14651858.CD012248.pub2
2644,Interventions for preventing delirium in hospitalised non‐ICU patients,10.1002/14651858.CD005563.pub3
2645,Central venous catheter (CVC) removal for patients of all ages with candidaemia,10.1002/14651858.CD011195.pub2
2646,Fibrinolytic agents for peripheral arterial occlusion,10.1002/14651858.CD001099.pub3
2647,Antioxidant vitamin and mineral supplements for preventing age‐related macular degeneration,10.1002/14651858.CD000253.pub4
2648,"Transcranial direct current stimulation (tDCS) for improving activities of daily living, and physical and cognitive functioning, in people after stroke",10.1002/14651858.CD009645.pub3
2649,Statins for children with familial hypercholesterolemia,10.1002/14651858.CD006401.pub5
2650,Negative pressure wound therapy for treating leg ulcers,10.1002/14651858.CD011354.pub2
2651,Ultrasound guidance versus anatomical landmarks for internal jugular vein catheterization,10.1002/14651858.CD006962.pub2
2652,Aerobic exercise for women during pregnancy,10.1002/14651858.CD000180.pub2
2653,Hydergine for dementia,10.1002/14651858.CD000359
2654,Interventions for cleaning dentures in adults,10.1002/14651858.CD007395.pub2
2655,eHealth interventions for people with chronic kidney disease,10.1002/14651858.CD012379.pub2
2656,Postpartum misoprostol for preventing maternal mortality and morbidity,10.1002/14651858.CD008982.pub2
2657,"Impact of   Haemophilus influenzae type B (Hib) and viral influenza vaccinations in pregnancy for improving maternal, neonatal and infant health outcomes",10.1002/14651858.CD009982.pub2
2658,Intravenous fluids for abdominal aortic surgery,10.1002/14651858.CD000991.pub2
2659,Inhaled versus oral steroids for adults with chronic asthma,10.1002/14651858.CD002160
2660,Sublingual immunotherapy for asthma,10.1002/14651858.CD011293.pub2
2661,Sustained versus standard inflations during neonatal resuscitation to prevent mortality and improve respiratory outcomes,10.1002/14651858.CD004953.pub4
2662,Non‐steroid agents for idiopathic pulmonary fibrosis,10.1002/14651858.CD003134.pub2
2663,Tapentadol for chronic musculoskeletal pain in adults,10.1002/14651858.CD009923.pub2
2664,Tocilizumab for thyroid eye disease,10.1002/14651858.CD012984.pub2
2665,"Valproic acid, valproate and divalproex in the maintenance treatment of bipolar disorder",10.1002/14651858.CD003196.pub2
2666,Haemostatic therapies for acute spontaneous intracerebral haemorrhage,10.1002/14651858.CD005951.pub4
2667,Vaccines for preventing smallpox,10.1002/14651858.CD004913.pub2
2668,Cervical preparation for first trimester surgical abortion,10.1002/14651858.CD007207.pub2
2669,Laparoscopy for the management of acute lower abdominal pain in women of childbearing age,10.1002/14651858.CD007683.pub3
2670,Interventions for basal cell carcinoma of the skin,10.1002/14651858.CD003412.pub2
2671,"Nimodipine for primary degenerative, mixed and vascular dementia",10.1002/14651858.CD000147
2672,Serenoa repens for benign prostatic hyperplasia,10.1002/14651858.CD001423.pub3
2673,Memory rehabilitation for people with multiple sclerosis,10.1002/14651858.CD008754.pub3
2674,Interventions for suspected placenta praevia,10.1002/14651858.CD001998
2675,Pramipexole for levodopa‐induced complications in Parkinson's disease,10.1002/14651858.CD002261
2676,Single versus multiple visits for endodontic treatment of permanent teeth,10.1002/14651858.CD005296.pub3
2677,Medical interventions for primary open angle glaucoma and ocular hypertension,10.1002/14651858.CD003167.pub3
2678,Anticholinergic therapy for acute asthma in children,10.1002/14651858.CD003797.pub2
2679,Rapid diagnostic tests for diagnosing uncomplicated   P. falciparum malaria in endemic countries,10.1002/14651858.CD008122.pub2
2680,Protease‐modulating matrix treatments for healing venous leg ulcers,10.1002/14651858.CD011918.pub2
2681,Clobazam add‐on therapy for drug‐resistant epilepsy,10.1002/14651858.CD004154.pub5
2682,Airway physical examination tests for detection of difficult airway management in apparently normal adult patients,10.1002/14651858.CD008874.pub2
2683,"Endotracheal intubation at birth for preventing morbidity and mortality in vigorous, meconium‐stained infants born at term",10.1002/14651858.CD000500
2684,Stem cell therapy for treatment of thromboangiitis obliterans (Buerger's disease),10.1002/14651858.CD012794.pub2
2685,Exercise‐based cardiac rehabilitation for adults with heart failure,10.1002/14651858.CD003331.pub5
2686,Flupenthixol versus placebo for schizophrenia,10.1002/14651858.CD009777.pub2
2687,Interventions for childhood apraxia of speech,10.1002/14651858.CD006278.pub3
2688,Extracorporeal membrane oxygenation for severe respiratory failure in newborn infants,10.1002/14651858.CD001340.pub2
2689,Local opinion leaders: effects on professional practice and healthcare outcomes,10.1002/14651858.CD000125.pub5
2690,Digitalis for treatment of heart failure in patients in sinus rhythm,10.1002/14651858.CD002901.pub3
2691,Exercise for women receiving adjuvant therapy for breast cancer,10.1002/14651858.CD005001.pub3
2692,Compulsory community and involuntary outpatient treatment for people with severe mental disorders,10.1002/14651858.CD004408.pub5
2693,Corticosteroids for treating nerve damage in leprosy,10.1002/14651858.CD005491.pub3
2694,BIS monitoring versus clinical assessment for sedation in mechanically ventilated adults in the intensive care unit and its impact on clinical outcomes and resource utilization,10.1002/14651858.CD011240.pub2
2695,Bioabsorbable versus metallic interference screws for graft fixation in anterior cruciate ligament reconstruction,10.1002/14651858.CD009772.pub2
2696,Drugs for treating giardiasis,10.1002/14651858.CD007787.pub2
2697,Absorbable versus non‐absorbable sutures for skin closure after carpal tunnel decompression surgery,10.1002/14651858.CD011757.pub2
2698,Antibiotics for treating osteomyelitis in people with sickle cell disease,10.1002/14651858.CD007175.pub5
2699,Chemotherapy and/or radiotherapy in combination with surgery for ovarian carcinosarcoma,10.1002/14651858.CD006246.pub2
2700,Chemotherapy and radiotherapy for advanced pancreatic cancer,10.1002/14651858.CD011044.pub2
2701,Devices and pressure sources for administration of nasal continuous positive airway pressure (NCPAP) in preterm neonates,10.1002/14651858.CD002977.pub2
2702,Organisational travel plans for improving health,10.1002/14651858.CD005575.pub3
2703,Methotrexate for maintenance of remission in Crohn's disease,10.1002/14651858.CD006884.pub3
2704,Sequencing of chemotherapy and radiotherapy for early breast cancer,10.1002/14651858.CD005212.pub3
2705,Vitamin E supplementation in people with cystic fibrosis,10.1002/14651858.CD009422.pub3
2706,Interventions for 'poor responders' to controlled ovarian hyper stimulation (COH) in in‐vitro fertilisation (IVF),10.1002/14651858.CD004379.pub3
2707,Transvaginal mesh or grafts compared with native tissue repair for vaginal prolapse,10.1002/14651858.CD012079
2708,Voluntary counseling and testing (VCT) for changing HIV‐related risk behavior in developing countries,10.1002/14651858.CD001224.pub4
2709,Antibiotic prophylaxis for third‐ and fourth‐degree perineal tear during vaginal birth,10.1002/14651858.CD005125.pub4
2710,Shouldice technique versus other open techniques for inguinal hernia repair,10.1002/14651858.CD001543.pub4
2711,Drug treatment for myotonia,10.1002/14651858.CD004762.pub2
2712,Methods of term labour induction for women with a previous caesarean section,10.1002/14651858.CD009792.pub3
2713,Elective high frequency oscillatory ventilation versus conventional ventilation for acute pulmonary dysfunction in preterm infants,10.1002/14651858.CD000104.pub4
